,COD_Munic,TX_PIB,TX_PER,PIB_21,PER_21
4480,4211454,-1.9091206438332509,-2.0409998003886765,189424.078,43777.23
4481,4211504,1.7779312566732042,-0.1605406265471898,691465.554,46066.99
4482,4211603,1.9460642162911101,0.522308054781967,1074495.175,69255.25
4483,4211652,1.3819923884986263,2.7823521662794723,119836.57,50649.44
4484,4211702,-1.6527230023131612,-2.389019530503733,1188071.79,51296.22
4485,4211751,-0.00947399907360591,-1.508642596493942,997981.884,51975.52
4486,4211801,2.6333682118157453,2.7889284510215493,252603.676,34837.08
4487,4211850,1.1440642546881763,1.4548608371654836,137259.386,62475.82
4488,4211876,-5.8818334542282695,-4.02395585947764,58309.363,40380.45
4489,4211892,0.39671425491337176,0.40441579571467434,84935.17,36111.89
4490,4211900,1.8035091239684276,-0.6480394903987774,8208640.4,45940.71
4491,4212007,-1.4076365521872636,-0.8577117389228894,332257.213,45384.13
4492,4212056,1.8659675586321978,0.7667291785038555,187887.681,70290.94
4493,4212106,0.6802374057231386,0.6112912037874729,913735.116,56599.05
4494,4212205,-0.6878866221918134,-1.492664051710657,853749.897,43734.95
4495,4212239,-2.6065676844560848,-0.5898463638208951,143287.719,43632.07
4496,4212254,7.162904235713596,4.045337411838867,237288.737,25600.25
4497,4212270,0.06359291803417211,0.8437884486690139,175173.653,43019.07
4498,4212304,-1.7380670836061318,-2.9717068844133445,250013.405,32715.7
4499,4212403,4.561272277561268,4.966773840397398,243418.233,61922.73
4500,4212502,4.760411081864458,1.9468028135430027,1036821.061,30475.02
4501,4212601,1.9548715521771898,2.787453601064499,120944.512,44253.39
4502,4212700,-1.1314483055778424,-0.7305669983432017,223542.99,38062.83
4503,4212809,8.78017698023278,5.4678700164336185,1513735.526,62076.5
4504,4212908,1.3838244040295211,-1.0004038626731215,1514076.251,71746.97
4505,4213005,3.8944499007559585,2.540606518080163,227240.018,62514.45
4506,4213104,-1.5636407168858613,0.9845453772875046,801117.69,220268.82
4507,4213153,-2.0025678388462587,-2.8366737814515988,141926.162,48822.21
4508,4213203,1.2629495981776984,-0.7746510887707225,2806203.534,81195.67
4509,4213302,1.6716532062388878,2.213663907964747,175759.641,38051.45
4510,4213351,-0.21597090068705693,-0.5528893945906554,166628.965,48636.59
4511,4213401,-2.6412892072933847,-3.1658973052803407,291031.378,24929.88
